description,generic_name,how_to_take,name,side_effects,source,source_url,warnings
"<p>Aminobenzoate potassium is used to treat fibrosis, a condition in which the skin and underlying tissues tighten and become less flexible. This condition occurs in such diseases as dermatomyositis, morphea, Peyronie's disease, scleroderma, and linear scleroderma.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> aminobenzoate potassium [ <i>a-mee-noe-BEN-zoe-ate-poe-TAS-ee-um</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/oral-nutritional-supplements.html"">Oral nutritional supplements</a></p>","['<p>Make certain your health care professional knows if you are on any special diet, such as a low-sodium or low-sugar diet.</p>']",M2 Potassium (Oral),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/m2-potassium.html,"['<p>While you are taking this medicine, it is important that your doctor check your progress at regular visits.</p>']"
<p>Kyzatrex (testosterone) is a liquid filled capsule used to treat symptoms of low testosterone in men who have hypogonadism (a condition in which the body does not produce enough natural testosterone).</p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/testosterone.html"">testosterone oral</a> [ <i>tes-TOS-ter-one</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/androgens-and-anabolic-steroids.html"">Androgens and anabolic steroids</a></p>",['<p>Take Kyzatrex as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose.</p>'],Kyzatrex,"<p>Get emergency medical help if you have <b>signs of an allergic reaction to Kyzatrex</b>: hives, difficult breathing, swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/kyzatrex.html,"['<p>You should not be treated with Kyzatrex if you have <a href=""/cg/prostate-cancer.html"" data-type=""auto"">prostate cancer</a>, male breast cancer, or low testosterone levels due to getting older.</p>']"
"<p>Ozurdex implants contain <a href=""https://www.drugs.com/monograph/dexamethasone-eent.html"">dexamethasone</a>, a corticosteroid used to treat inflammation. Intraocular dexamethasone is injected into the eye.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/dexamethasone-intraocular.html"">dexamethasone</a> (intraocular) [ <i>DEX-a-METH-a-sone</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/ophthalmic-steroids.html"">Ophthalmic steroids</a></p>",['<p>Ozurdex will be given into your eye by a healthcare professional in a clinic setting. The doctor will use a medicine to numb your eye before giving you the injection.</p>'],Ozurdex,"<p>Get emergency medical help if you have <b>signs of an allergic reaction to Ozurdex</b>: <a href=""/cg/urticaria.html"">hives</a>; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/ozurdex.html,"['<p>You should not be treated with <b>Ozurdex</b> if you have an eye infection, advanced <a href=""/cg/glaucoma.html"">glaucoma</a>, or a history of eye ulcer, surgery, or trauma that has injured or ruptured the lens in your eye.</p>']"
"<p>Calcium is a mineral that is necessary for many functions of the body, especially bone formation and maintenance. Vitamin D helps the body absorb calcium.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/calcium-and-vitamin-d-combination.html"">calcium and vitamin D combination</a> [ <i>KAL-see-um-and-VYE-ta-min-D</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/calcet.html"">Calcet</a>, <a href=""/mtm/calcet-petites.html"">Calcet Petites</a>, Calcium 500+D, Calcium 600+D, Calcium Plus Vitamin D3, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 24 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Caltrate 600 + D, Caltrate 600+D Soft Chews, Caltrate Colon Health, Caltrate Gummy Bites, Citracal + D, Citracal Calcium + D Slow Release 1200, Citracal Maximum + D, Citracal Petites, Citracal Regular, Citrus Calcium with Vitamin D, Liquid Calcium with Vitamin D, Os-Cal Calcium+D3, Os-Cal Extra D3, Oysco 500 with D, Oyster Shell Calcium with Vitamin D, Oystercal-D, Oyster-D, UpCal D, Calcitrate with D
</span><br>
<b>Drug class:</b> <a href=""/drug-class/vitamin-and-mineral-combinations.html"">Vitamin and mineral combinations</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",Oystercal-D,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/oystercal-d.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
"<p>Calcium is a mineral that is necessary for many functions of the body, especially bone formation and maintenance. Vitamin D helps the body absorb calcium.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/calcium-and-vitamin-d-combination.html"">calcium and vitamin D combination</a> [ <i>KAL-see-um-and-VYE-ta-min-D</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/calcet.html"">Calcet</a>, <a href=""/mtm/calcet-petites.html"">Calcet Petites</a>, Calcium 500+D, Calcium 600+D, Calcium Plus Vitamin D3, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 24 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Caltrate 600 + D, Caltrate 600+D Soft Chews, Caltrate Colon Health, Caltrate Gummy Bites, Citracal + D, Citracal Calcium + D Slow Release 1200, Citracal Maximum + D, Citracal Petites, Citracal Regular, Citrus Calcium with Vitamin D, Liquid Calcium with Vitamin D, Os-Cal Calcium+D3, Os-Cal Extra D3, Oysco 500 with D, Oyster Shell Calcium with Vitamin D, Oystercal-D, Oyster-D, UpCal D, Calcitrate with D
</span><br>
<b>Drug class:</b> <a href=""/drug-class/vitamin-and-mineral-combinations.html"">Vitamin and mineral combinations</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",Oyster-D,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/oyster-d.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
"<p>Calcium is a mineral that is necessary for many functions of the body, especially bone formation and maintenance. Vitamin D helps the body absorb calcium.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/calcium-and-vitamin-d-combination.html"">calcium and vitamin D combination</a> [ <i>KAL-see-um-and-VYE-ta-min-D</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/calcet.html"">Calcet</a>, <a href=""/mtm/calcet-petites.html"">Calcet Petites</a>, Calcium 500+D, Calcium 600+D, Calcium Plus Vitamin D3, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 24 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Caltrate 600 + D, Caltrate 600+D Soft Chews, Caltrate Colon Health, Caltrate Gummy Bites, Citracal + D, Citracal Calcium + D Slow Release 1200, Citracal Maximum + D, Citracal Petites, Citracal Regular, Citrus Calcium with Vitamin D, Liquid Calcium with Vitamin D, Os-Cal Calcium+D3, Os-Cal Extra D3, Oysco 500 with D, Oyster Shell Calcium with Vitamin D, Oystercal-D, Oyster-D, UpCal D, Calcitrate with D
</span><br>
<b>Drug class:</b> <a href=""/drug-class/vitamin-and-mineral-combinations.html"">Vitamin and mineral combinations</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",Oyster Shell Calcium with Vitamin D,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/oyster-shell-calcium-with-vitamin-d.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
"<p>Calcium is a mineral that is found naturally in foods. Calcium is necessary for many normal functions of the body, especially bone formation and maintenance.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/calcium-carbonate.html"">calcium carbonate</a> [ <i>KAL-see-um-KAR-boe-nate</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/alka-mints.html"">Alka-Mints</a>, Alka-Seltzer Cool Action Heartburn Relief, Alka-Seltzer Extra Strength Heartburn Relief, <a href=""/mtm/calcium-oyster-shell.html"">Calcium Oyster Shell</a>, <a href=""/mtm/cal-gest.html"">Cal-Gest</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 21 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Icar Prenatal Chewable Calcium, Oyster Cal, Oyster Calcium, Oyster Shell, Oyster Shell Calcium, Oyster Shell Calcium 500, Tums, Tums Antacid Naturals, Tums Chewy Bites, Tums Chewy Bites Ultra Strength, Tums Chewy Delights, Tums E-X, Tums Smoothies, Tums Smoothies Extra Strength, Tums Sugar-Free, Tums Ultra
</span><br>
<b>Drug classes:</b> <a href=""/drug-class/antacids.html"">Antacids</a>, <a href=""/drug-class/minerals-and-electrolytes.html"">Minerals and electrolytes</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",Oyster Shell Calcium 500,"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficulty breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/oyster-shell-calcium-500.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
"<p>Calcium is a mineral that is found naturally in foods. Calcium is necessary for many normal functions of the body, especially bone formation and maintenance.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/calcium-carbonate.html"">calcium carbonate</a> [ <i>KAL-see-um-KAR-boe-nate</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/alka-mints.html"">Alka-Mints</a>, Alka-Seltzer Cool Action Heartburn Relief, Alka-Seltzer Extra Strength Heartburn Relief, <a href=""/mtm/calcium-oyster-shell.html"">Calcium Oyster Shell</a>, <a href=""/mtm/cal-gest.html"">Cal-Gest</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 21 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Icar Prenatal Chewable Calcium, Oyster Cal, Oyster Calcium, Oyster Shell, Oyster Shell Calcium, Oyster Shell Calcium 500, Tums, Tums Antacid Naturals, Tums Chewy Bites, Tums Chewy Bites Ultra Strength, Tums Chewy Delights, Tums E-X, Tums Smoothies, Tums Smoothies Extra Strength, Tums Sugar-Free, Tums Ultra
</span></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",Oyster Shell Calcium,"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficulty breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/oyster-shell-calcium.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
"<p>Calcium is a mineral that is found naturally in foods. Calcium is necessary for many normal functions of the body, especially bone formation and maintenance.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/calcium-carbonate.html"">calcium carbonate</a> [ <i>KAL-see-um-KAR-boe-nate</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/alka-mints.html"">Alka-Mints</a>, Alka-Seltzer Cool Action Heartburn Relief, Alka-Seltzer Extra Strength Heartburn Relief, <a href=""/mtm/calcium-oyster-shell.html"">Calcium Oyster Shell</a>, <a href=""/mtm/cal-gest.html"">Cal-Gest</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 21 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Icar Prenatal Chewable Calcium, Oyster Cal, Oyster Calcium, Oyster Shell, Oyster Shell Calcium, Oyster Shell Calcium 500, Tums, Tums Antacid Naturals, Tums Chewy Bites, Tums Chewy Bites Ultra Strength, Tums Chewy Delights, Tums E-X, Tums Smoothies, Tums Smoothies Extra Strength, Tums Sugar-Free, Tums Ultra
</span><br>
<b>Drug classes:</b> <a href=""/drug-class/antacids.html"">Antacids</a>, <a href=""/drug-class/minerals-and-electrolytes.html"">Minerals and electrolytes</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",Oyster Shell,"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficulty breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/oyster-shell.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
"<p>Calcium is a mineral that is found naturally in foods. Calcium is necessary for many normal functions of the body, especially bone formation and maintenance.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/calcium-carbonate.html"">calcium carbonate</a> [ <i>KAL-see-um-KAR-boe-nate</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/alka-mints.html"">Alka-Mints</a>, Alka-Seltzer Cool Action Heartburn Relief, Alka-Seltzer Extra Strength Heartburn Relief, <a href=""/mtm/calcium-oyster-shell.html"">Calcium Oyster Shell</a>, <a href=""/mtm/cal-gest.html"">Cal-Gest</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 21 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Icar Prenatal Chewable Calcium, Oyster Cal, Oyster Calcium, Oyster Shell, Oyster Shell Calcium, Oyster Shell Calcium 500, Tums, Tums Antacid Naturals, Tums Chewy Bites, Tums Chewy Bites Ultra Strength, Tums Chewy Delights, Tums E-X, Tums Smoothies, Tums Smoothies Extra Strength, Tums Sugar-Free, Tums Ultra
</span><br>
<b>Drug classes:</b> <a href=""/drug-class/antacids.html"">Antacids</a>, <a href=""/drug-class/minerals-and-electrolytes.html"">Minerals and electrolytes</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",Oyster Calcium,"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficulty breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/oyster-calcium.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
"<p>Calcium is a mineral that is found naturally in foods. Calcium is necessary for many normal functions of the body, especially bone formation and maintenance.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/calcium-carbonate.html"">calcium carbonate</a> [ <i>KAL-see-um-KAR-boe-nate</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/alka-mints.html"">Alka-Mints</a>, Alka-Seltzer Cool Action Heartburn Relief, Alka-Seltzer Extra Strength Heartburn Relief, <a href=""/mtm/calcium-oyster-shell.html"">Calcium Oyster Shell</a>, <a href=""/mtm/cal-gest.html"">Cal-Gest</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 21 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Icar Prenatal Chewable Calcium, Oyster Cal, Oyster Calcium, Oyster Shell, Oyster Shell Calcium, Oyster Shell Calcium 500, Tums, Tums Antacid Naturals, Tums Chewy Bites, Tums Chewy Bites Ultra Strength, Tums Chewy Delights, Tums E-X, Tums Smoothies, Tums Smoothies Extra Strength, Tums Sugar-Free, Tums Ultra
</span><br>
<b>Drug classes:</b> <a href=""/drug-class/antacids.html"">Antacids</a>, <a href=""/drug-class/minerals-and-electrolytes.html"">Minerals and electrolytes</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",Oyster Cal,"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficulty breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/oyster-cal.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
"<p>Calcium is a mineral that is necessary for many functions of the body, especially bone formation and maintenance. Vitamin D helps the body absorb calcium.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/calcium-and-vitamin-d-combination.html"">calcium and vitamin D combination</a> [ <i>KAL-see-um-and-VYE-ta-min-D</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/calcet.html"">Calcet</a>, <a href=""/mtm/calcet-petites.html"">Calcet Petites</a>, Calcium 500+D, Calcium 600+D, Calcium Plus Vitamin D3, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 24 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Caltrate 600 + D, Caltrate 600+D Soft Chews, Caltrate Colon Health, Caltrate Gummy Bites, Citracal + D, Citracal Calcium + D Slow Release 1200, Citracal Maximum + D, Citracal Petites, Citracal Regular, Citrus Calcium with Vitamin D, Liquid Calcium with Vitamin D, Os-Cal Calcium+D3, Os-Cal Extra D3, Oysco 500 with D, Oyster Shell Calcium with Vitamin D, Oystercal-D, Oyster-D, UpCal D, Calcitrate with D
</span><br>
<b>Drug class:</b> <a href=""/drug-class/vitamin-and-mineral-combinations.html"">Vitamin and mineral combinations</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",Oysco 500 with D,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/oysco-500-with-d.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
"<p>Ozobax is used in adults and children at least 12 years old to treat <a href=""/cg/acl-injury.html"" data-type=""auto"">muscle pain</a>, <a href=""/cg/muscle-spasm-aftercare-instructions.html"" data-type=""auto"">spasms</a>, and stiffness in people with <a href=""/cg/multiple-sclerosis.html"" data-type=""auto"">multiple sclerosis</a> or <a href=""/cg/spinal-cord-injury.html"" data-type=""auto"">spinal cord injury</a> or disease.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/baclofen.html"">baclofen</a> (oral) [ <i>BAK-loe-fen</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/fleqsuvy.html"">Fleqsuvy</a>, <a href=""/lyvispah.html"">Lyvispah</a>, Ozobax, FIRST Baclofen<br>
<b>Drug class:</b> <a href=""/drug-class/skeletal-muscle-relaxants.html"">Skeletal muscle relaxants</a></p>",['<p>Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.</p>'],Ozobax,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/ozobax.html,['<p>Use only as directed. Tell your doctor if you use other medicines or have other medical conditions or allergies.</p>']
"<p>Ozenoxacin topical is an <a href=""/article/antibiotics.html"" data-type=""auto"">antibiotic</a> medicine used to treat a <a href=""/condition/skin-or-soft-tissue-infection.html"" data-type=""auto"">skin infection</a> called <a href=""/cg/impetigo.html"" data-type=""auto"">impetigo</a>.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> ozenoxacin topical [ <i>oz-en-OX-a-sin-TOP-i-kal</i> ]<br>
<b>Brand name:</b> <a href=""/mtm/xepi.html"">Xepi</a><br>
<b>Dosage form:</b> topical cream (1%)<br>
<b>Drug class:</b> <a href=""/drug-class/topical-antibiotics.html"">Topical antibiotics</a></p>",['<p><b>Usual Adult Dose for Impetigo:</b></p>'],Ozenoxacin topical,"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/ozenoxacin-topical.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
<p>Ozenoxacin cream is used to treat a bacterial skin infection called impetigo. This medicine is a topical antibiotic. </p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> ozenoxacin [ <i>oh-zen-OX-a-sin</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/topical-antibiotics.html"">Topical antibiotics</a></p>","['<p><i>It is very important that you use this medicine only as directed by your doctor</i>. Do not use more of it, do not use it more often, and do not use it for a longer time than your doctor ordered. To do so may cause unwanted side effects or skin irritation. </p>']",Ozenoxacin (Topical application),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/ozenoxacin.html,"['<p>If your skin infection does not improve within 3 days, or if it becomes worse, check with your doctor. </p>']"
"<p>Ozempic (<a href=""https://www.drugs.com/semaglutide.html"">semaglutide</a>) is used for <a href=""https://www.drugs.com/health-guide/type-2-diabetes-mellitus.html"">type 2 diabetes</a> in adults to improve blood sugar levels and also used to lower the risk of major cardiovascular events like stroke, heart attack or death, for adults with type 2 diabetes with heart disease. In clinical trials, Ozempic has also been shown to help with <a href=""https://www.drugs.com/condition/obesity.html"">weight loss</a>, after 30 weeks, patients on Ozempic 0.5mg had lost 2.6 kg more than the placebo group, and patients on Ozempic 1mg lost 3.5 kg more than the placebo group. Although currently, Ozempic is not an FDA-approved weight loss medicine. </p>","<p class=""drug-subtitle"">
<b>Pronunciation:</b> <i>oh-ZEM-pick</i><br>
<b>Generic name:</b> <a href=""/semaglutide.html"">semaglutide injection</a><br>
<b>Dosage form:</b> subcutaneous injection (0.25mg dose pen; 0.5mg dose pen; 1.0mg dose pen; 2.0 mg dose pen)<br>
<b>Drug class:</b> <a href=""/drug-class/incretin-mimetics.html"">Incretin mimetics</a></p>",['<p>Ozempic recommended dosage:</p>'],Ozempic,,drugs.com,https://www.drugs.com/ozempic.html,"['<p>Call your doctor at once if you have <strong>signs of a thyroid tumor</strong>, such as swelling or a lump in your neck, trouble swallowing, a hoarse voice, or shortness of breath.</p>']"
"<p><a href=""https://www.drugs.com/monograph/ozanimod.html"">Ozanimod</a> is used to treat relapsing forms of <a href=""/cg/multiple-sclerosis.html"">multiple sclerosis</a> in adults (including clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease).</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> ozanimod [ <i>oh-ZAN-i-mod</i> ]<br>
<b>Brand name:</b> <a href=""/zeposia.html"">Zeposia</a><br>
<b>Dosage form:</b> oral capsule (0.23 mg-0.46 mg; 0.23 mg-0.46 mg-0.92 mg; 0.92 mg)<br>
<b>Drug class:</b> <a href=""/drug-class/selective-immunosuppressants.html"">Selective immunosuppressants</a></p>",['<p><b>Usual Adult Dose for Multiple Sclerosis:</b></p>'],Ozanimod,"<p>Get emergency medical help if you have <b>signs of an allergic reaction to ozanimod</b>: <a href=""/cg/urticaria.html"">hives</a>, rash; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/ozanimod.html,"['<p><b>You may get infections more easily, even serious or fatal infections.</b> Call your doctor if you have a fever, flu symptoms, feeling very tired, cough, rash, painful and frequent urination, neck stiffness, increased sensitivity to light. <b>Your risk of infection could last for 3 months after you stop taking ozanimod.</b></p>']"
"<p>Kytril blocks the actions of chemicals in the body that can trigger <a href=""/cg/acute-nausea-and-vomiting.html"">nausea and vomiting</a>.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/granisetron.html"">granisetron</a> (oral) [ <i>gra-NIS-e-tron</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/5ht3-receptor-antagonists.html"">5HT3 receptor antagonists</a></p>",['<p><b>Usual Adult Dose for Nausea/Vomiting--Radiation Induced:</b></p>'],Kytril,"<p>Get emergency medical help if you have <b>signs of an allergic reaction to Kytril:</b> <a href=""/cg/urticaria.html"">hives</a>; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/kytril.html,"['<p>You should not use Kytril if you are allergic to granisetron or to similar medicines such as dolasetron (Anzemet), ondansetron (Zofran), or palonosetron (Aloxi).</p>']"
"<p>Kyprolis (<a href=""https://www.drugs.com/monograph/carfilzomib.html"">carfilzomib</a> is a cancer medicine that interferes with the growth and spread of cancer cells in the body.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/carfilzomib.html"">carfilzomib</a> [ <i>kar-FILZ-oh-mib</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/proteasome-inhibitors.html"">Proteasome inhibitors</a></p>",['<p>Kyprolis is given as an infusion into a vein. A healthcare provider will give you this injection.</p>'],Kyprolis,"<p>Get emergency medical help if you have <b>signs of an allergic reaction to Kyprolis:</b> <a href=""/cg/urticaria.html"">hives</a>; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/kyprolis.html,"['<p>Kyprolis can affect your heart or lungs. Call your doctor at once if you have chest pain, pounding heartbeats, shortness of breath (even with mild exertion or while lying down), swelling of your hands or feet, feeling like you might pass out, wheezing, gasping for breath, cough with foamy mucus, or blue colored appearance of your lips and skin.</p>']"
"<p>Kynmobi is a prescription medicine used to treat short-term (acute), intermittent “off” episodes in people with Parkinson's disease (PD).</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/apomorphine.html""> apomorphine hydrochloride</a><br>
<b>Dosage form:</b> sublingual film<br>
<b>Drug class:</b> <a href=""/drug-class/dopaminergic-antiparkinsonism-agents.html"">Dopaminergic antiparkinsonism agents</a></p>",[],Kynmobi,"<p>Kynmobi can cause serious side effects, including:</p>",drugs.com,https://www.drugs.com/kynmobi.html,[]
"<p>Kynamro is a cholesterol-lowering medication. It reduces blood levels of ""bad"" cholesterol, such as low-density lipoprotein (LDL), apolipoprotein-B (apo-B), or non-high-density lipoprotein (non-HDL).</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/mipomersen.html"">mipomersen</a> [ <i>MYE-poe-mer-sen</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/miscellaneous-antihyperlipidemic-agents.html"">Miscellaneous antihyperlipidemic agents</a></p>",['<p>Take Kynamro exactly as prescribed by your doctor. Follow all directions on your prescription label. Do not use this medicine in larger or smaller amounts or for longer than recommended.</p>'],Kynamro,"<p>Get emergency medical help if you have any signs of an allergic reaction to Kynamro: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/kynamro.html,['<p>Kynamro is available only from a certified pharmacy.</p>']
